estimator	min_score	mean_score	max_score	std_score	cls__criterion	cls__max_depth	cls__max_features	tfidf__use_idf	vect__ngram_range	cls__C	cls__loss	cls__alpha	cls__kernel	cls__n_estimators
SVC	0.925	0.94762	0.9633	0.01269210778397345				False	(1, 1)	0.8			linear	
LinearSVC	0.9248999999999999	0.9475999999999999	0.9633	0.012774036167163499				False	(1, 1)	0.8	hinge			
RandomForestClassifier	0.921	0.9475049999999999	0.9690500000000001	0.014745447602565355	gini		auto	False	(1, 1)					40
RandomForestClassifier	0.9167000000000001	0.9475	0.9652999999999999	0.013627765774329977	entropy		sqrt	True	(1, 2)					40
SVC	0.9194	0.94734	0.9639	0.014646310115520584				True	(1, 2)	0.2			linear	
LinearSVC	0.9194	0.94732	0.9639	0.014640614741191731				True	(1, 2)	0.2	hinge			
RandomForestClassifier	0.93045	0.947245	0.95925	0.01006430449658593	entropy		10	True	(1, 1)					40
LinearSVC	0.9233	0.94716	0.9635	0.013129219321802792				False	(1, 1)	0.7	hinge			
LinearSVC	0.9277000000000001	0.94711	0.9601000000000001	0.011322583627423565				False	(1, 1)	2.0	hinge			
SVC	0.9231	0.9471000000000002	0.9635	0.013131565024779024				False	(1, 1)	0.7			linear	
SVC	0.9277000000000001	0.9471	0.9601000000000001	0.011328106637916155				False	(1, 1)	2.0			linear	
RandomForestClassifier	0.9324499999999999	0.946985	0.96425	0.01069205429279147	entropy		auto	True	(1, 1)					40
SVC	0.9236000000000001	0.9469100000000001	0.9601999999999999	0.011741929143032643				True	(1, 1)	0.5			poly	
SVC	0.9187	0.9469	0.9651000000000001	0.015717315292377403				True	(1, 1)	0.8			sigmoid	
RandomForestClassifier	0.9320499999999999	0.94682	0.9574	0.007507802607953954	gini		10	True	(1, 1)					40
RandomForestClassifier	0.935	0.9467299999999998	0.9538	0.0062786224603809246	gini		log2	True	(1, 2)					40
SVC	0.9292000000000001	0.94658	0.9604	0.011019600718719352				False	(1, 2)	10.0			sigmoid	
SVC	0.9166	0.94649	0.9647	0.01617358649156088				True	(1, 1)	0.7			sigmoid	
SVC	0.92	0.9464500000000001	0.9651	0.014289594115999232				True	(1, 1)	1.0			sigmoid	
RandomForestClassifier	0.9260499999999999	0.94643	0.9626	0.009951612934595103	entropy		10	True	(1, 2)					40
SVC	0.9331999999999999	0.9462300000000001	0.9601	0.008026960819637783				True	(1, 2)	0.2			poly	
MultinomialNB	0.9257	0.9460899999999999	0.9601	0.010046337641150614				True	(1, 2)			1.0		
LinearSVC	0.923	0.9457799999999998	0.9609	0.013021351696348557				False	(1, 1)	0.2	squared_hinge			
RandomForestClassifier	0.93085	0.9454699999999999	0.9541999999999999	0.009151453436476645	entropy		log2	True	(1, 1)					40
MultinomialNB	0.9307	0.9454499999999999	0.9540000000000001	0.006966670653906375				True	(1, 2)			0.001		
SVC	0.9154000000000001	0.94543	0.9618	0.015155662308193586				True	(1, 2)	0.2			sigmoid	
SVC	0.9258	0.9453599999999998	0.961	0.011374198872887703				True	(1, 1)	2.0			linear	
LinearSVC	0.9258	0.9453599999999998	0.961	0.011365315657736918				True	(1, 1)	2.0	hinge			
SVC	0.9155	0.94513	0.9655	0.0169227686860041				True	(1, 1)	0.5			sigmoid	
LinearSVC	0.9228	0.94478	0.957	0.010862577962896294				False	(1, 1)	2.0	squared_hinge			
RandomForestClassifier	0.93045	0.944665	0.96285	0.010860549019271536	gini		auto	True	(1, 2)					40
RandomForestClassifier	0.9228999999999999	0.9445600000000001	0.9652000000000001	0.013188419162280253	entropy			False	(1, 2)					150
LinearSVC	0.9186	0.9444799999999999	0.9624	0.014920643417761862				False	(1, 1)	0.5	hinge			
SVC	0.9185	0.94444	0.9623	0.014888801160603909				False	(1, 1)	0.5			linear	
LinearSVC	0.9237	0.9443199999999999	0.9590000000000001	0.011467240295729408				True	(1, 1)	2.0	squared_hinge			
RandomForestClassifier	0.9226	0.9441949999999999	0.9616999999999999	0.014030403593624792	entropy			False	(1, 2)					80
RandomForestClassifier	0.92345	0.94403	0.9609	0.011587260245631847	entropy		10	False	(1, 1)					40
RandomForestClassifier	0.9257500000000001	0.9439800000000002	0.96755	0.011910881579463389	entropy			True	(1, 1)					150
RandomForestClassifier	0.92495	0.94388	0.9648500000000001	0.013383015355292724	entropy			False	(1, 2)					100
RandomForestClassifier	0.9216499999999999	0.9436450000000001	0.96395	0.012192568433271161	entropy			True	(1, 2)					100
RandomForestClassifier	0.9264	0.9434400000000001	0.9642999999999999	0.011028118606543888	entropy			True	(1, 2)					150
RandomForestClassifier	0.9275499999999999	0.943195	0.96785	0.011854797552046187	entropy			True	(1, 1)					80
RandomForestClassifier	0.9246	0.9431099999999999	0.96285	0.011313681982449383	entropy			False	(1, 1)					150
RandomForestClassifier	0.92625	0.9430799999999999	0.9648	0.011998504073425153	gini			False	(1, 2)					150
RandomForestClassifier	0.92655	0.942915	0.96565	0.012180189858947208	gini			False	(1, 2)					100
RandomForestClassifier	0.9251999999999999	0.942355	0.9670000000000001	0.012587463008883108	entropy			True	(1, 1)					100
RandomForestClassifier	0.9217	0.942305	0.9617	0.013864332836454846	entropy			False	(1, 2)					40
RandomForestClassifier	0.9244	0.9422550000000001	0.9644999999999999	0.011722893200912467	gini			False	(1, 1)					150
RandomForestClassifier	0.9241999999999999	0.94224	0.9673	0.012795307733696777	gini			False	(1, 2)					80
RandomForestClassifier	0.9289499999999999	0.9422	0.9667	0.011337945140103636	gini			True	(1, 1)					150
RandomForestClassifier	0.92305	0.94209	0.9627	0.011849784808172663	entropy			False	(1, 1)					100
SVC	0.9189999999999999	0.9419299999999999	0.9556	0.012787341396865883				True	(1, 1)	0.2			poly	
SVC	0.9179999999999999	0.94176	0.9614	0.013686723493955772				True	(1, 1)	2.0			sigmoid	
RandomForestClassifier	0.9221	0.9413450000000001	0.96285	0.012235183897269368	entropy			False	(1, 1)					80
LinearSVC	0.9096	0.9412999999999998	0.9638	0.01776260116086604				True	(1, 1)	0.2	hinge			
SVC	0.9095	0.9412399999999999	0.9638	0.0177617679300232				True	(1, 1)	0.2			linear	
RandomForestClassifier	0.9275000000000001	0.94112	0.9652	0.011291970598615617	gini			False	(1, 2)					40
RandomForestClassifier	0.9157500000000001	0.94105	0.9675	0.013527176349852182	entropy			True	(1, 2)					80
RandomForestClassifier	0.92245	0.94069	0.96225	0.011294662456222427	entropy			True	(1, 2)					40
RandomForestClassifier	0.9293	0.9405700000000001	0.9667	0.011339999999999987	gini			True	(1, 1)					80
RandomForestClassifier	0.9261999999999999	0.94054	0.96655	0.011877958578813104	gini			True	(1, 1)					100
RandomForestClassifier	0.9209499999999999	0.9404899999999999	0.96495	0.01269702327319281	gini			False	(1, 1)					80
SVC	0.9172	0.9400299999999999	0.9571000000000001	0.015451605094617201				False	(1, 1)	0.2			poly	
RandomForestClassifier	0.9170499999999999	0.9397549999999999	0.96285	0.013028132061043928	gini			True	(1, 1)					40
RandomForestClassifier	0.9201	0.9393799999999999	0.96485	0.012269987775055025	gini			False	(1, 1)					100
RandomForestClassifier	0.9207500000000001	0.93936	0.9659500000000001	0.011819703887999902	gini			True	(1, 2)					80
RandomForestClassifier	0.92145	0.9393100000000001	0.96255	0.013188551853785929	entropy			True	(1, 1)					40
RandomForestClassifier	0.9228000000000001	0.939255	0.9693	0.012362209551694226	gini			True	(1, 2)					150
LinearSVC	0.9085	0.9390700000000001	0.9568	0.016874006637429058				False	(1, 2)	0.2	hinge			
SVC	0.9086	0.9390699999999998	0.9569	0.016780944550292748				False	(1, 2)	0.2			linear	
SVC	0.9055000000000001	0.9390000000000003	0.9626	0.018251465694568172				True	(1, 1)	0.2			sigmoid	
SVC	0.9104000000000001	0.9389900000000001	0.9612	0.016538709139470344				True	(1, 1)	0.2			rbf	
SVC	0.9134	0.9387399999999999	0.9568	0.013172334645005045				True	(1, 2)	0.2			rbf	
RandomForestClassifier	0.9189999999999999	0.93872	0.96515	0.011751131860378395	gini			True	(1, 2)					100
RandomForestClassifier	0.91995	0.93842	0.9632000000000001	0.012980835874472818	gini			False	(1, 1)					40
SVC	0.9152	0.93811	0.9585	0.014360671989847822				False	(1, 2)	0.2			poly	
MultinomialNB	0.9201	0.9380799999999999	0.9532	0.010916574554318794				False	(1, 2)			1.0		
SVC	0.9122000000000001	0.93803	0.955	0.014698710827824285				False	(1, 1)	1.0			sigmoid	
RandomForestClassifier	0.91715	0.937955	0.9607	0.012424742452059108	entropy			False	(1, 1)					40
SVC	0.9099	0.93743	0.9535	0.015196450243395662				False	(1, 1)	0.8			sigmoid	
LinearSVC	0.9127000000000001	0.9369700000000002	0.9578	0.012455524878542849				True	(1, 1)	10.0	squared_hinge			
MultinomialNB	0.9142	0.9367999999999999	0.9599	0.013744089638822952				True	(1, 1)			1.0		
SVC	0.9074	0.93636	0.9521999999999999	0.015741804216798033				False	(1, 1)	0.7			sigmoid	
RandomForestClassifier	0.9135999999999999	0.9362350000000002	0.9618	0.013004538630801192	gini			True	(1, 2)					40
SVC	0.9174	0.9357700000000001	0.9535	0.012603574889689039				False	(1, 1)	2.0			sigmoid	
SVC	0.9043000000000001	0.9357300000000001	0.9529000000000001	0.016290982168058472				False	(1, 1)	0.5			sigmoid	
LinearSVC	0.9063	0.9356300000000001	0.9524	0.013489258689787204				False	(1, 1)	10.0	squared_hinge			
SVC	0.903	0.9344999999999999	0.9534	0.017284328161661373				False	(1, 2)	0.2			sigmoid	
LinearSVC	0.9004	0.93438	0.953	0.0179994333244133				False	(1, 1)	0.2	hinge			
SVC	0.9003	0.9343300000000001	0.9527	0.01790067317169945				False	(1, 1)	0.2			linear	
SVC	0.9047999999999999	0.93422	0.9555999999999999	0.01813944872370713				False	(1, 1)	0.2			rbf	
SVC	0.9131999999999999	0.9335299999999999	0.9547	0.012113137496123801				True	(1, 1)	10.0			linear	
LinearSVC	0.9131999999999999	0.9335199999999999	0.9547	0.012112291277871431				True	(1, 1)	10.0	hinge			
SVC	0.9027	0.9328299999999998	0.9493	0.01344924161430676				False	(1, 1)	10.0			linear	
LinearSVC	0.9026	0.9328199999999999	0.9494	0.01349146396800586				False	(1, 1)	10.0	hinge			
SVC	0.9032	0.9325699999999999	0.955	0.017001297009346085				False	(1, 2)	0.2			rbf	
MultinomialNB	0.9079	0.93148	0.9558	0.014893206504980697				False	(1, 1)			1.0		
LinearSVC	0.905	0.9314199999999999	0.9533	0.013368754616642496				True	(1, 1)	100.0	squared_hinge			
SVC	0.9026000000000001	0.9300999999999998	0.9527	0.014034457595504				True	(1, 1)	100.0			linear	
LinearSVC	0.9027000000000001	0.93008	0.9527	0.013939067400654892				True	(1, 1)	100.0	hinge			
MultinomialNB	0.9073	0.92873	0.9479	0.011105858814157514				False	(1, 1)			0.01		
SVC	0.8899	0.92729	0.9465000000000001	0.01810864158350925				False	(1, 1)	0.2			sigmoid	
LinearSVC	0.8916000000000001	0.9266100000000002	0.9462	0.016205705785309058				False	(1, 1)	100.0	squared_hinge			
LinearSVC	0.8871000000000001	0.9234100000000002	0.9438	0.016629398666217588				False	(1, 1)	100.0	hinge			
SVC	0.8872	0.9233	0.9437	0.01648302156766169				False	(1, 1)	100.0			linear	
MultinomialNB	0.8988	0.9182799999999999	0.9408	0.011911406298166475				True	(1, 1)			0.01		
MultinomialNB	0.8974	0.91799	0.9405	0.011363049766677973				False	(1, 1)			0.001		
RandomForestClassifier	0.8916	0.91723	0.9391	0.017382666653882585	gini	5	sqrt	False	(1, 2)					150
RandomForestClassifier	0.8904000000000001	0.9167200000000001	0.93885	0.013616960013160054	entropy	5	auto	False	(1, 2)					100
RandomForestClassifier	0.8951	0.9165050000000001	0.9385500000000001	0.014556535473800095	entropy	5	auto	True	(1, 2)					150
RandomForestClassifier	0.87785	0.91639	0.9409	0.019977409742006076	entropy	5	sqrt	False	(1, 2)					150
RandomForestClassifier	0.8892	0.91632	0.9375	0.015674935406565497	entropy	5	sqrt	False	(1, 2)					100
RandomForestClassifier	0.8905	0.915595	0.942	0.015832726391875784	entropy	5	sqrt	True	(1, 2)					150
RandomForestClassifier	0.8735999999999999	0.9153649999999999	0.9444	0.023051833441182088	gini	5	sqrt	True	(1, 2)					150
RandomForestClassifier	0.87915	0.9145900000000001	0.9381499999999999	0.01805247628443257	entropy	5	auto	False	(1, 1)					150
RandomForestClassifier	0.8908	0.914515	0.93145	0.012856886287122553	gini	5	10	True	(1, 1)					150
RandomForestClassifier	0.8866499999999999	0.91378	0.95435	0.022394823062484786	entropy	5	auto	False	(1, 1)					100
RandomForestClassifier	0.8822	0.91364	0.9442	0.01778139195901155	entropy	5	sqrt	False	(1, 1)					150
RandomForestClassifier	0.8719	0.9135200000000001	0.9413	0.022170015787094068	gini	5	sqrt	False	(1, 1)					150
RandomForestClassifier	0.88465	0.91326	0.9414	0.01676391660680759	entropy	5	sqrt	True	(1, 1)					100
RandomForestClassifier	0.8765999999999999	0.9132150000000001	0.9416	0.02042390817155229	gini	5	auto	False	(1, 2)					150
RandomForestClassifier	0.88025	0.91318	0.94005	0.020880399900385066	entropy	5	log2	False	(1, 1)					150
RandomForestClassifier	0.8715999999999999	0.91286	0.9373	0.021984185224838346	gini	5	10	False	(1, 1)					150
RandomForestClassifier	0.88555	0.912825	0.92555	0.012690099487395677	entropy	5	log2	True	(1, 2)					150
RandomForestClassifier	0.8912	0.9126099999999999	0.9398	0.01709568366576779	entropy	5	10	False	(1, 1)					150
RandomForestClassifier	0.8820999999999999	0.9126	0.9446000000000001	0.01861046748472486	entropy	5	auto	True	(1, 1)					150
RandomForestClassifier	0.8848499999999999	0.91224	0.9471	0.018710221805205856	gini	5	auto	False	(1, 2)					100
RandomForestClassifier	0.8832	0.9120050000000001	0.93635	0.018646574082120306	entropy	5	sqrt	True	(1, 1)					150
RandomForestClassifier	0.8731	0.9119249999999999	0.9512	0.02214380556724614	gini	5	auto	False	(1, 1)					100
RandomForestClassifier	0.87715	0.91152	0.9466	0.02051567936969186	entropy	5	auto	False	(1, 2)					150
RandomForestClassifier	0.8714999999999999	0.9114650000000001	0.9306	0.016897914812189104	gini	5	auto	False	(1, 2)					80
RandomForestClassifier	0.8734	0.91141	0.9412	0.017515775746452134	entropy	5	sqrt	False	(1, 1)					80
RandomForestClassifier	0.8851	0.9112899999999999	0.9368	0.017244532466842908	gini	5	auto	True	(1, 1)					100
SVC	0.8928	0.91121	0.929	0.011535982836325648				True	(1, 1)	10.0			sigmoid	
RandomForestClassifier	0.8881	0.9111499999999999	0.929	0.014380820560732966	gini	5	sqrt	True	(1, 1)					150
RandomForestClassifier	0.8839	0.9108049999999999	0.9470500000000001	0.01933435349319962	entropy	5	sqrt	False	(1, 1)					100
RandomForestClassifier	0.89225	0.9105300000000002	0.9439500000000001	0.01654837152108932	entropy	5	auto	True	(1, 2)					80
RandomForestClassifier	0.8795	0.910515	0.944	0.019230055252130705	gini	5	auto	True	(1, 2)					150
RandomForestClassifier	0.88435	0.9104599999999999	0.94335	0.019327477848907246	gini	5	auto	True	(1, 2)					80
RandomForestClassifier	0.8819	0.910435	0.9361499999999999	0.018646220126341945	entropy	5	auto	False	(1, 1)					80
RandomForestClassifier	0.8829999999999999	0.9102500000000001	0.9389500000000001	0.01657787682424986	gini	5	sqrt	True	(1, 2)					80
RandomForestClassifier	0.8785	0.9100900000000001	0.9407	0.019373071516927815	entropy	5	log2	True	(1, 1)					150
RandomForestClassifier	0.8875500000000001	0.9100699999999999	0.9324	0.017203883282561533	entropy	5	sqrt	True	(1, 2)					80
RandomForestClassifier	0.8764	0.9099300000000001	0.9358000000000001	0.016665611299919374	gini	5	10	True	(1, 1)					100
RandomForestClassifier	0.87035	0.909615	0.9356500000000001	0.020627155038928667	gini	5	auto	False	(1, 1)					80
RandomForestClassifier	0.8876999999999999	0.9093750000000002	0.9363	0.01675474932668348	gini	5	auto	False	(1, 1)					150
RandomForestClassifier	0.876	0.9090849999999999	0.9324999999999999	0.017586586507904258	gini	5	auto	True	(1, 1)					150
RandomForestClassifier	0.8809	0.9089050000000001	0.93235	0.01669915342165584	gini	5	sqrt	True	(1, 2)					100
RandomForestClassifier	0.8755999999999999	0.9088350000000001	0.9287	0.015763360206504217	entropy	5	sqrt	False	(1, 2)					80
RandomForestClassifier	0.8799	0.9087299999999999	0.93185	0.01751797933552837	gini	5	sqrt	False	(1, 1)					100
RandomForestClassifier	0.8829999999999999	0.9084249999999999	0.93855	0.017129276838208904	entropy	5	auto	True	(1, 2)					100
RandomForestClassifier	0.88915	0.9083500000000001	0.9418	0.01618133183640952	entropy	5	10	False	(1, 1)					100
RandomForestClassifier	0.8819	0.90831	0.9291499999999999	0.016929645595817996	gini	5	sqrt	False	(1, 2)					100
RandomForestClassifier	0.8735499999999999	0.907465	0.9323	0.0182194957394545	entropy	5	auto	False	(1, 2)					80
RandomForestClassifier	0.8757	0.90737	0.9358500000000001	0.019659504062920826	entropy	5	auto	True	(1, 1)					80
RandomForestClassifier	0.8887999999999999	0.9065800000000002	0.9263	0.012870532234527065	entropy	5	sqrt	True	(1, 2)					100
RandomForestClassifier	0.8785000000000001	0.906545	0.93325	0.01776575990494073	gini	5	auto	True	(1, 2)					100
RandomForestClassifier	0.8829000000000001	0.9064599999999998	0.9392	0.020751539701911258	gini	5	log2	False	(1, 1)					150
RandomForestClassifier	0.8823500000000001	0.906315	0.93455	0.018904960327913892	entropy	5	10	True	(1, 1)					150
RandomForestClassifier	0.87695	0.9060050000000001	0.9264	0.016468309718972382	entropy	5	auto	True	(1, 1)					100
RandomForestClassifier	0.8596	0.905945	0.93325	0.020588424539046208	gini	5	sqrt	False	(1, 2)					40
RandomForestClassifier	0.86985	0.9058100000000001	0.92765	0.019951751802786646	gini	5	sqrt	True	(1, 1)					80
RandomForestClassifier	0.8579	0.9057350000000002	0.9391	0.02209937838492295	gini	5	auto	True	(1, 1)					80
RandomForestClassifier	0.8832500000000001	0.9056	0.93105	0.016953126555299486	gini	5	sqrt	False	(1, 2)					80
RandomForestClassifier	0.87375	0.9053800000000001	0.9303	0.018653018522480493	gini	5	sqrt	True	(1, 1)					100
RandomForestClassifier	0.8763500000000001	0.9050750000000001	0.94715	0.01942698188087899	entropy	5	sqrt	True	(1, 1)					80
RandomForestClassifier	0.8711	0.904875	0.9389	0.019374290309582945	gini	5	sqrt	False	(1, 1)					80
RandomForestClassifier	0.88355	0.904865	0.9347000000000001	0.017136234271274458	entropy	5	log2	False	(1, 1)					100
RandomForestClassifier	0.85805	0.9045949999999999	0.9298	0.02240237096827029	entropy	5	log2	False	(1, 2)					150
RandomForestClassifier	0.87625	0.9045400000000001	0.9350499999999999	0.018362213918806186	gini	5	log2	False	(1, 1)					80
RandomForestClassifier	0.8709500000000001	0.9040050000000001	0.9412	0.02150315616368907	gini	5	log2	True	(1, 2)					150
RandomForestClassifier	0.86895	0.903975	0.9422	0.024752244847690084	gini	5	log2	True	(1, 1)					150
RandomForestClassifier	0.8799	0.90323	0.9297000000000001	0.011924705447095977	entropy	5	auto	False	(1, 2)					40
RandomForestClassifier	0.88255	0.902395	0.9344	0.017931222072128817	gini	5	log2	True	(1, 1)					100
RandomForestClassifier	0.8539500000000001	0.9016100000000001	0.94785	0.02445992436619538	gini	5	sqrt	False	(1, 1)					40
RandomForestClassifier	0.8668	0.901435	0.95285	0.024051289466471424	entropy	5	log2	True	(1, 1)					100
MultinomialNB	0.8788999999999999	0.9014	0.9251	0.013041472309520913				True	(1, 1)			0.001		
RandomForestClassifier	0.86525	0.901165	0.9349	0.02335176706375772	entropy	5	log2	False	(1, 1)					80
RandomForestClassifier	0.8650000000000001	0.9004249999999999	0.9228	0.01859884741052518	gini	5	auto	False	(1, 1)					40
RandomForestClassifier	0.8669	0.9002999999999999	0.9400000000000001	0.020510460745678066	gini	5	log2	False	(1, 1)					100
RandomForestClassifier	0.868	0.9002649999999999	0.9315	0.02285345761586199	entropy	5	auto	False	(1, 1)					40
RandomForestClassifier	0.8755	0.90008	0.9236500000000001	0.015179808957954658	gini	5	log2	False	(1, 2)					150
RandomForestClassifier	0.8733500000000001	0.899535	0.9288	0.017967332161453447	gini	5	sqrt	True	(1, 2)					40
RandomForestClassifier	0.86585	0.8995249999999999	0.9405	0.021270604716368546	gini	5		False	(1, 1)					150
RandomForestClassifier	0.8748	0.8995249999999999	0.91745	0.015921593042155017	entropy	5	10	False	(1, 2)					150
RandomForestClassifier	0.8600000000000001	0.8991349999999999	0.9387500000000001	0.02017131688809631	gini	5		False	(1, 2)					150
RandomForestClassifier	0.85275	0.898955	0.92885	0.024724961577320986	entropy	5	sqrt	False	(1, 2)					40
RandomForestClassifier	0.8576	0.8988999999999999	0.925	0.01947396980587163	gini	5	10	False	(1, 2)					150
RandomForestClassifier	0.8761	0.8985749999999999	0.9217000000000001	0.018773655078327185	gini	5	10	True	(1, 2)					150
RandomForestClassifier	0.8691	0.8982600000000002	0.9363	0.018007329063467477	gini	5		False	(1, 1)					80
RandomForestClassifier	0.87385	0.8981299999999998	0.9259499999999999	0.015393183556366725	entropy	5	sqrt	True	(1, 2)					40
RandomForestClassifier	0.84415	0.89795	0.9371999999999999	0.026514844898660052	gini	5	10	False	(1, 1)					100
RandomForestClassifier	0.8866499999999999	0.8979149999999999	0.9187000000000001	0.011196741713552207	entropy	5	sqrt	False	(1, 1)					40
RandomForestClassifier	0.8740000000000001	0.897345	0.9316	0.015536367818766375	gini	5	auto	True	(1, 1)					40
RandomForestClassifier	0.8521	0.8972449999999998	0.93425	0.021535255396674533	gini	5		False	(1, 2)					100
RandomForestClassifier	0.86365	0.8971699999999998	0.9361499999999999	0.02034484209818301	gini	5		False	(1, 2)					80
RandomForestClassifier	0.8533	0.8968449999999999	0.92625	0.02326228116501047	gini	5	auto	True	(1, 2)					40
SVC	0.8606	0.89674	0.9325	0.023689499783659432				False	(1, 2)	100.0			sigmoid	
RandomForestClassifier	0.87055	0.8959999999999999	0.9139	0.01315465697006197	gini	5	log2	True	(1, 2)					100
RandomForestClassifier	0.85805	0.8956799999999999	0.93835	0.021682806552658265	gini	5		False	(1, 1)					100
RandomForestClassifier	0.8539	0.8956200000000001	0.9197	0.02097909912269828	entropy	5	auto	True	(1, 1)					40
RandomForestClassifier	0.8330000000000001	0.89552	0.9371	0.02831584538734451	entropy	5	sqrt	True	(1, 1)					40
RandomForestClassifier	0.8535999999999999	0.8951550000000001	0.93595	0.023052293269867963	gini	5		True	(1, 1)					150
RandomForestClassifier	0.8736999999999999	0.89502	0.91755	0.0126841278769965	entropy	5	log2	True	(1, 1)					80
RandomForestClassifier	0.8664499999999999	0.89496	0.9198999999999999	0.019995384467421485	gini	5	log2	True	(1, 1)					80
RandomForestClassifier	0.8499	0.894535	0.94265	0.02634061550154056	gini	5	sqrt	True	(1, 1)					40
SVC	0.8766999999999999	0.8945299999999999	0.9169999999999998	0.011707266973978154				False	(1, 1)	10.0			sigmoid	
RandomForestClassifier	0.85475	0.8944350000000002	0.9287500000000001	0.021038180173199392	gini	5		False	(1, 1)					40
RandomForestClassifier	0.855	0.8940850000000001	0.9395	0.023862167231833743	gini	5		True	(1, 1)					80
RandomForestClassifier	0.84595	0.8940750000000002	0.9357	0.023518495381295114	gini	5		False	(1, 2)					40
RandomForestClassifier	0.8539	0.8939450000000001	0.9306500000000001	0.0215516640888819	gini	5		True	(1, 1)					100
RandomForestClassifier	0.87275	0.89391	0.9098499999999999	0.013789902102625684	entropy	5	10	False	(1, 1)					80
RandomForestClassifier	0.8579	0.8937999999999999	0.9153	0.018066737392235504	gini	5	auto	False	(1, 2)					40
RandomForestClassifier	0.8514499999999999	0.893135	0.9123999999999999	0.019272169701411417	gini	5	10	False	(1, 1)					80
RandomForestClassifier	0.8373499999999999	0.8929449999999999	0.9405	0.026532324153756323	entropy	5		False	(1, 2)					100
RandomForestClassifier	0.84765	0.892775	0.9203499999999999	0.02031822150189333	entropy	5	10	True	(1, 1)					80
RandomForestClassifier	0.8531	0.8923699999999999	0.93565	0.02486486678025844	entropy	5	auto	True	(1, 2)					40
RandomForestClassifier	0.8606999999999999	0.891745	0.93295	0.021846869913101977	entropy	5	log2	False	(1, 2)					100
RandomForestClassifier	0.86725	0.8917349999999999	0.9437000000000001	0.019672900777465467	entropy	5	log2	False	(1, 2)					80
RandomForestClassifier	0.8481000000000001	0.89137	0.93515	0.021222290168593953	gini	5		True	(1, 2)					150
SVC	0.8674999999999999	0.89124	0.9133	0.015411826627625965				True	(1, 2)	100.0			sigmoid	
RandomForestClassifier	0.8424	0.8911749999999999	0.93105	0.023227303437980053	entropy	5		False	(1, 2)					150
RandomForestClassifier	0.8480000000000001	0.891135	0.9231	0.021779153450031036	entropy	5		False	(1, 1)					100
RandomForestClassifier	0.84685	0.89103	0.92505	0.02238239486739523	entropy	5		True	(1, 1)					100
RandomForestClassifier	0.85545	0.89056	0.93115	0.020233447555965352	entropy	5		False	(1, 2)					80
RandomForestClassifier	0.8609	0.890395	0.9205000000000001	0.016685659261773293	entropy	5	10	True	(1, 2)					150
RandomForestClassifier	0.8435	0.89014	0.91845	0.021114317417335556	gini	5		True	(1, 1)					40
RandomForestClassifier	0.86875	0.8901200000000001	0.9063	0.013497540516701555	entropy	5	log2	True	(1, 2)					100
RandomForestClassifier	0.84005	0.8900300000000001	0.9317500000000001	0.022639105547702213	gini	5		True	(1, 2)					80
RandomForestClassifier	0.8504	0.890015	0.92735	0.02017550556987358	gini	5		True	(1, 2)					100
RandomForestClassifier	0.84685	0.890005	0.9228999999999999	0.020471497868988466	entropy	5		True	(1, 1)					150
RandomForestClassifier	0.86155	0.88927	0.92365	0.017166030408920955	entropy	5	10	False	(1, 2)					100
RandomForestClassifier	0.8436999999999999	0.889085	0.9378	0.023093018966778702	gini	5		True	(1, 2)					40
RandomForestClassifier	0.8458499999999999	0.8886499999999999	0.92515	0.027151040495715845	gini	5	log2	False	(1, 2)					100
RandomForestClassifier	0.8398	0.8885500000000001	0.9285	0.023981034172862518	entropy	5		False	(1, 2)					40
RandomForestClassifier	0.84055	0.8882450000000001	0.93005	0.023284033692640118	entropy	5		False	(1, 1)					80
RandomForestClassifier	0.85425	0.8882399999999999	0.9209499999999999	0.021280834100194473	entropy	5		True	(1, 1)					80
RandomForestClassifier	0.8455	0.888185	0.9178499999999999	0.020959461467318263	gini	5	10	True	(1, 1)					80
RandomForestClassifier	0.8423999999999999	0.8881600000000001	0.9282	0.02569060917923124	entropy	5		False	(1, 1)					150
RandomForestClassifier	0.83965	0.887945	0.9396500000000001	0.02582852541280668	entropy	5		True	(1, 2)					150
RandomForestClassifier	0.859	0.8873850000000001	0.9293	0.021720394218337744	entropy	5	10	True	(1, 1)					100
RandomForestClassifier	0.8338500000000001	0.8871249999999999	0.935	0.02581795160348705	entropy	5		True	(1, 2)					80
RandomForestClassifier	0.83685	0.8859049999999999	0.92515	0.02619034602673283	entropy	5		False	(1, 1)					40
RandomForestClassifier	0.83815	0.8854000000000001	0.9264	0.022857449551513843	entropy	5		True	(1, 2)					40
RandomForestClassifier	0.8524999999999999	0.8840299999999999	0.91225	0.017689985867716244	gini	5	log2	False	(1, 2)					80
RandomForestClassifier	0.83135	0.8832600000000002	0.926	0.024458851158629676	entropy	5		True	(1, 2)					100
RandomForestClassifier	0.8676	0.8831899999999999	0.9081	0.010990946274093057	entropy	5	10	True	(1, 2)					100
RandomForestClassifier	0.8408	0.8822249999999998	0.9183	0.021739621086854295	gini	5	log2	False	(1, 1)					40
RandomForestClassifier	0.8361999999999999	0.8799399999999998	0.9126	0.024099292520735994	entropy	5		True	(1, 1)					40
SVC	0.8207	0.8791399999999999	0.9066000000000001	0.025554342096794434				True	(1, 1)	100.0			sigmoid	
RandomForestClassifier	0.84675	0.8790250000000001	0.9122999999999999	0.020411715386022787	gini	5	10	False	(1, 2)					100
